Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides WT_1	Peptides WT_2	Peptides WT_3	Peptides KO_1	Peptides KO_2	Peptides KO_3	Razor + unique peptides WT_1	Razor + unique peptides WT_2	Razor + unique peptides WT_3	Razor + unique peptides KO_1	Razor + unique peptides KO_2	Razor + unique peptides KO_3	Unique peptides WT_1	Unique peptides WT_2	Unique peptides WT_3	Unique peptides KO_1	Unique peptides KO_2	Unique peptides KO_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type WT_1	Identification type WT_2	Identification type WT_3	Identification type KO_1	Identification type KO_2	Identification type KO_3	Sequence coverage WT_1 [%]	Sequence coverage WT_2 [%]	Sequence coverage WT_3 [%]	Sequence coverage KO_1 [%]	Sequence coverage KO_2 [%]	Sequence coverage KO_3 [%]	Intensity	Intensity WT_1	Intensity WT_2	Intensity WT_3	Intensity WT_4	Intensity KO_1	Intensity KO_2	Intensity KO_3	Intensity KO_4	iBAQ	iBAQ WT_1	iBAQ WT_2	iBAQ WT_3	iBAQ KO_1	iBAQ KO_2	iBAQ KO_3	MS/MS count WT_1	MS/MS count WT_2	MS/MS count WT_3	MS/MS count KO_1	MS/MS count KO_2	MS/MS count KO_3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	reshuffled	reshuffled (#1)
P0CG08;B7ZAQ6	P0CG08;B7ZAQ6	1;1	1;1	1;1	Golgi pH regulator B;Golgi pH regulator A	GPR89B;GPR89A	Golgi pH regulator B OS=Homo sapiens GN=GPR89B PE=1 SV=1;Golgi pH regulator A OS=Homo sapiens GN=GPR89A PE=1 SV=2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	2.6	2.6	52.916	455	455;455	1.0	5	0.0013061	2.0499	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	7744700.0	NA	NA	NA	8.302235547603583E7	NA	NA	NA	3.924227339831561E7	336720.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	5	NA	NA	NA	65	NA	1.0
C9JAW5;Q9Y241	C9JAW5;Q9Y241	1;1	1;1	1;1	HIG1 domain family member 1A, mitochondrial	HIGD1A	Uncharacterized protein OS=Homo sapiens PE=4 SV=1;HIG1 domain family member 1A, mitochondrial OS=Homo sapiens GN=HIGD1A PE=1 SV=1	2	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	21.7	21.7	21.7	8.8131	83	83;93	1.0	3	0.0	6.7925	NA	NA	NA	By MS/MS	NA	By MS/MS	0.0	0.0	0.0	21.7	0.0	21.7	7005100.0	NA	NA	NA	1.0928040483364379E7	5932887.497041108	NA	NA	2.524876765596589E7	1751300.0	0.0	0.0	0.0	1751300.0	0.0	0.0	0	0	0	1	0	1	3	NA	NA	NA	75	NA	1.0
E7ENX8;P13765;Q94JY4;Q8N5H7	E7ENX8	11;2;1;1	11;2;1;1	2;2;1;1	NA	NA	Uncharacterized protein (Fragment) OS=Homo sapiens PE=3 SV=1	4	11	11	2	7	6	5	8	7	7	7	6	5	8	7	7	1	1	1	1	1	1	14.4	14.4	2.0	92.998	843	843;273;85;860	1.0	191	0.0	19.747	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.5	8.7	5.9	11.9	9.5	7.8	1.5286E9	5.977745603041787E7	1.3411808932651456E7	7.326119237798971E7	NA	5.985897466641687E7	6.6362341821186125E7	3.800623885070425E7	5.018712444076587E7	3.8216E7	1216400.0	1275400.0	1737500.0	1832400.0	2071200.0	2034600.0	2	2	5	5	6	7	116	NA	NA	NA	76	NA	1.0
E7EVH7;Q07866;Q9H0B6	E7EVH7;Q07866	11;11;3	11;11;3	11;11;3	Kinesin light chain 1	KLC1	Uncharacterized protein OS=Homo sapiens PE=4 SV=1;Kinesin light chain 1 OS=Homo sapiens GN=KLC1 PE=1 SV=2	3	11	11	11	4	4	5	7	9	8	4	4	5	7	9	8	4	4	5	7	9	8	17.5	17.5	17.5	83.694	732	732;573;622	1.0	165	0.0	21.092	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	6.4	5.6	7.7	10.0	14.8	12.8	9.4005E8	1.4671669374165298E7	4404999.810871871	3.409123851518316E7	3.9142061891547196E7	3.3545136188496355E7	3.4370554779930376E7	1.688655021184286E7	3.487828288148053E7	1.9584E7	251830.0	348560.0	674320.0	920210.0	949830.0	921970.0	1	2	0	4	7	5	116	NA	NA	NA	77	NA	1.0
E9PAV3;Q9BZK3	E9PAV3	5;1	5;1	5;1	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens GN=NACA PE=1 SV=1	2	5	5	5	3	5	5	4	5	5	3	5	5	4	5	5	3	5	5	4	5	5	3.4	3.4	3.4	205.42	2078	2078;213	1.0	208	0.0	105.71	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.0	3.4	3.4	2.6	3.4	3.4	2.9723E9	1.3853828143028045E8	4.0677775337881744E7	1.6510070818565917E8	1.1985235151801074E9	1.1765294178140858E8	1.34983192080375E8	8.85651893115152E7	1.244078159393356E9	2.7021E7	1019600.0	1431100.0	1428100.0	1230900.0	1439100.0	1406600.0	4	6	9	4	6	8	143	NA	NA	NA	78	NA	1.0
E9PL57;Q15843;Q86V88	E9PL57;Q15843	4;3;1	4;3;1	4;3;1	NEDD8	NEDD8-MDP1;NEDD8	NEDD8-MDP1 readthrough (Fragment) OS=Homo sapiens GN=NEDD8-MDP1 PE=4 SV=1;NEDD8 OS=Homo sapiens GN=NEDD8 PE=1 SV=1	3	4	4	4	2	3	3	3	2	2	2	3	3	3	2	2	2	3	3	3	2	2	24.1	24.1	24.1	19.536	170	170;81;176	1.0	79	0.0	19.311	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.2	13.5	13.5	13.5	8.2	8.2	1.7549E9	7.791638838815568E7	2.1069492608342405E7	8.049752986867882E7	NA	7.228419585687265E7	6.872202529744063E7	3.838103220309584E7	NA	1.4624E8	5263700.0	6700800.0	6359000.0	7258800.0	7039500.0	6736200.0	5	3	3	3	3	4	76	NA	NA	NA	79	NA	1.0
E9PLD3;E9PRG8	E9PLD3;E9PRG8	1;1	1;1	1;1	Uncharacterized protein C11orf98	C11orf98	Uncharacterized protein OS=Homo sapiens PE=4 SV=1;Uncharacterized protein C11orf98 OS=Homo sapiens GN=C11orf98 PE=4 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13.1	13.1	13.1	11.6	99	99;122	1.0	18	0.0025	1.739	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	13.1	13.1	13.1	13.1	13.1	13.1	4.7387E8	3.187636793821679E7	5416680.067620297	2.7488776437664248E7	1.436894053758155E8	2.3858141789930746E7	2.0890186361743066E7	8719334.295698361	1.3180808117478628E8	9.4773E7	5246400.0	4119400.0	5219600.0	6295500.0	5546400.0	5112400.0	0	1	1	0	0	1	5	NA	NA	NA	80	NA	1.0
E9PLN8;Q9BQB6	E9PLN8;Q9BQB6	1;1	1;1	1;1	Vitamin K epoxide reductase complex subunit 1	VKORC1	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1;Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens GN=VKORC1 PE=1 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.8	7.8	7.8	17.945	166	166;163	1.0	20	0.0	6.8256	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	7.8	7.8	7.8	7.8	7.8	7.8	4.1113E8	1.8562401604514603E7	3906078.2791397795	1.2935077131456029E7	NA	1.8680678321033716E7	1.6908523831141897E7	7826320.112427087	4950995.7231358485	5.8733E7	2165000.0	2137500.0	1749200.0	3482500.0	3153400.0	3299900.0	0	2	1	1	0	1	19	NA	NA	NA	81	NA	1.0
F5H5P2;P12694	F5H5P2;P12694	2;2	2;2	2;2	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	BCKDHA	Uncharacterized protein OS=Homo sapiens PE=4 SV=1;2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens GN=BCKDHA PE=1 SV=2	2	2	2	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	6.3	6.3	6.3	54.202	479	479;445	1.0	27	0.0	4.0238	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.3	2.9	6.3	2.9	2.9	2.9	4.4166E7	2568251.552893	645107.373126406	1699465.9731709878	NA	2626481.7152610207	2596831.2448576214	617488.9939164717	NA	1523000.0	65914.0	79600.0	52591.0	92815.0	95230.0	77994.0	1	2	1	2	1	2	32	NA	NA	NA	172	NA	1.0
F8W031;Q9Y2B0	F8W031;Q9Y2B0	8;7	7;7	7;7	Protein canopy homolog 2	CNPY2	Uncharacterized protein (Fragment) OS=Homo sapiens PE=1 SV=1;Protein canopy homolog 2 OS=Homo sapiens GN=CNPY2 PE=1 SV=1	2	8	7	7	5	3	4	5	7	6	4	2	3	4	6	5	4	2	3	4	6	5	42.2	38.8	38.8	29.224	263	263;182	1.0	114	0.0	21.585	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	24.0	15.2	19.8	24.0	34.6	30.0	5.9101E8	2.1242586845769126E7	3108789.821716212	2.317111414543877E7	NA	2.020688719837311E7	2.4492980719117127E7	7895203.846476894	2732346.116919436	3.2834E7	967730.0	659390.0	1221200.0	1475600.0	1794700.0	1302300.0	2	2	0	3	2	4	63	NA	NA	NA	173	NA	1.0
H0YAA0	H0YAA0	1	1	1	NA	NA	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	10.3	10.3	10.3	10.21	97	97	1.0	13	2.4444E-4	3.1257	NA	NA	NA	NA	By MS/MS	NA	0.0	0.0	0.0	0.0	10.3	0.0	5.5307E7	NA	NA	NA	3.1694294490410656E7	NA	NA	NA	5.098824215249831E7	7901000.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	1	0	13	NA	NA	NA	175	NA	1.0
H0YC42	H0YC42	8	8	0	NA	NA	Uncharacterized protein OS=Homo sapiens PE=4 SV=2	1	8	8	0	7	7	4	6	5	5	7	7	4	6	5	5	0	0	0	0	0	0	30.2	30.2	0.0	31.17	278	278	1.0	146	0.0	41.529	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26.3	26.3	18.7	22.7	19.1	19.1	2.7295E9	1.4547815014434275E8	3.1008560356639814E7	9.498951939341351E7	3466219.60706422	7.85511957120442E7	1.2710889196371812E8	7.996810529519702E7	4076750.999341832	1.706E8	7345800.0	7464300.0	5634700.0	5731700.0	9454000.0	9016900.0	6	5	5	6	6	6	147	NA	NA	NA	176	NA	1.0
H3BN98;Q15041	H3BN98	8;3	3;3	3;3	NA	NA	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2	2	8	3	3	5	6	4	7	6	7	1	2	0	2	1	3	1	2	0	2	1	3	37.6	17.7	17.7	27.168	237	237;203	1.0	30	0.0	10.361	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	27.8	21.9	16.0	34.2	22.4	33.8	2.0299E8	3097070.721933486	2905769.76887615	NA	3097070.721933486	1.0086976372556096E7	4547031.581216933	1.0434073859933369E7	1.0086976372556096E7	1.8454E7	223120.0	999700.0	0.0	1116400.0	500580.0	2500800.0	2	0	0	3	0	3	25	NA	NA	NA	177	NA	NA
I3L0E3;Q9Y2R5	I3L0E3;Q9Y2R5	3;3	3;3	3;3	28S ribosomal protein S17, mitochondrial	hCG_1984214;MRPS17	HCG1984214, isoform CRA_a OS=Homo sapiens GN=hCG_1984214 PE=4 SV=1;28S ribosomal protein S17, mitochondrial OS=Homo sapiens GN=MRPS17 PE=1 SV=1	2	3	3	3	1	1	1	3	3	2	1	1	1	3	3	2	1	1	1	3	3	2	20.9	20.9	20.9	25.72	225	225;130	1.0	48	0.0	32.571	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	12.9	12.9	4.0	20.9	20.9	16.9	5.221E8	NA	3350319.727339551	1.4637240362925397E7	NA	2.3391852858765025E7	2.904705399640084E7	5204028.6552164685	NA	3.4807E7	0.0	853950.0	924470.0	2045900.0	2545600.0	1101800.0	1	1	0	2	6	3	61	NA	NA	NA	178	NA	1.0
K7EQG2	K7EQG2	1	1	1	NA	NA	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	7.0	7.0	7.0	16.448	157	157	1.0	14	0.0017178	1.9552	By matching	NA	NA	NA	By MS/MS	NA	7.0	0.0	0.0	0.0	7.0	0.0	5.9607E7	4778299.002068941	NA	NA	4778299.002068941	NA	NA	NA	NA	8515200.0	526130.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	1	0	13	NA	NA	NA	180	NA	NA
K7ERE1;Q8N2U0	K7ERE1;Q8N2U0	2;2	2;2	2;2	Transmembrane protein 256	TMEM256	TMEM256-PLSCR3 readthrough (NMD candidate) OS=Homo sapiens GN=TMEM256-PLSCR3 PE=4 SV=1;Transmembrane protein 256 OS=Homo sapiens GN=TMEM256 PE=3 SV=1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.9	52.9	52.9	7.1301	68	68;113	1.0	10	0.0	3.8491	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	7.8666E7	NA	NA	NA	1.722087759135982E7	NA	NA	NA	2.5933478146840625E7	2.6222E7	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	7	NA	NA	NA	181	NA	1.0
L7N2F9;Q15836;P63027	L7N2F9;Q15836;P63027	1;1;1	1;1;1	1;1;1	Vesicle-associated membrane protein 3;Vesicle-associated membrane protein 2	VAMP3;VAMP2	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1;Vesicle-associated membrane protein 3 OS=Homo sapiens GN=VAMP3 PE=1 SV=3;Vesicle-associated membrane protein 2 OS=Homo sapiens GN=VAMP2 PE=1 SV=3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.0	14.0	14.0	13.068	121	121;100;116	1.0	18	2.3652E-4	2.7466	By matching	By matching	By matching	By matching	By matching	By MS/MS	14.0	14.0	14.0	14.0	14.0	14.0	2.5857E8	1.237637756033382E7	2971172.262572595	1.204415718592082E7	2.031350955612389E7	1.2283031721336436E7	1.076345892254977E7	3363932.13238794	3.2626206945353195E7	5.1715E7	1990400.0	2271600.0	2260600.0	3096500.0	2693200.0	2208200.0	0	0	0	0	0	1	9	NA	NA	NA	182	NA	1.0
M0QYT0	M0QYT0	13	3	0	NA	NA	Uncharacterized protein (Fragment) OS=Homo sapiens PE=1 SV=1	1	13	3	0	13	12	13	13	13	13	3	3	3	3	3	3	0	0	0	0	0	0	53.9	10.3	0.0	35.904	321	321	1.0	84	0.0	75.212	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	53.9	47.7	53.9	53.9	53.9	53.9	1.0699E9	1.5515422575561184E8	3.433819395057581E7	1.5136862876386657E8	4.5503632170066726E8	3.8601544216605216E7	3.8582762850477E7	2.1567199404963784E7	3.707657836539321E8	5.9437E7	2146400.0	3033300.0	1520500.0	2740100.0	2779000.0	2929700.0	6	5	4	4	5	5	113	NA	NA	NA	183	1.0	1.0
M0QZD8	M0QZD8	1	1	1	NA	NA	Uncharacterized protein OS=Homo sapiens GN=LOC400499 PE=4 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.6	0.6	0.6	354.22	3231	3231	1.0	91	0.009705	1.2768	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.6	0.6	0.6	0.6	0.6	0.6	2.9865E9	1.1186742130936322E8	2.0659159279401176E7	8.748623789874746E7	5.2504246026608694E8	1.2204136726716146E8	1.2943469793694915E8	7.40882264478623E7	5.580083514423449E8	1.7065E7	516310.0	454100.0	474200.0	817550.0	883910.0	776910.0	2	2	2	3	5	5	74	NA	NA	NA	184	NA	1.0
O00115	O00115	1	1	1	Deoxyribonuclease-2-alpha	DNASE2	Deoxyribonuclease-2-alpha OS=Homo sapiens GN=DNASE2 PE=1 SV=2	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	3.9	3.9	3.9	39.58	360	360	1.0	11	0.0013086	2.0624	NA	By matching	NA	NA	By MS/MS	NA	0.0	3.9	0.0	0.0	3.9	0.0	6.1474E7	NA	1515589.9253988564	NA	2.767779844143954E7	NA	3675448.4553931076	NA	1.0361083257020533E7	4098300.0	0.0	373570.0	0.0	0.0	281340.0	0.0	0	0	0	0	1	0	7	NA	NA	NA	185	NA	1.0
O00116	O00116	12	12	12	Alkyldihydroxyacetonephosphate synthase, peroxisomal	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1	1	12	12	12	5	6	5	6	10	9	5	6	5	6	10	9	5	6	5	6	10	9	29.3	29.3	29.3	72.911	658	658	1.0	187	0.0	26.7	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.0	13.8	10.0	13.4	23.7	19.8	1.3255E9	8.302235547603583E7	2.8101987150870927E7	9.286014539508812E7	8.707887388175918E7	3.924227339831561E7	6.012281644627437E7	2.713082089850076E7	6.317496067527866E7	3.3137E7	1686000.0	2676400.0	2201500.0	1191900.0	1862100.0	1525000.0	4	4	3	6	10	10	172	NA	NA	NA	186	NA	1.0
O00139;Q8N4N8	O00139	14;1	14;1	13;1	Kinesin-like protein KIF2A	KIF2A	Kinesin-like protein KIF2A OS=Homo sapiens GN=KIF2A PE=1 SV=3	2	14	14	13	7	9	9	10	11	10	7	9	9	10	11	10	6	8	8	9	10	9	23.1	23.1	21.8	79.954	706	706;673	1.0	212	0.0	54.024	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.9	14.2	12.6	13.7	17.6	13.7	2.0628E9	7.431353606011055E7	1.5950664253232468E7	8.251218034516457E7	2.5987539073823243E7	8.212716321015498E7	9.291831181049602E7	5.17283676910117E7	7438909.813957519	4.4844E7	1307900.0	1325000.0	1700100.0	2139700.0	2469600.0	2241600.0	5	5	5	10	9	8	176	NA	NA	NA	187	NA	1.0
O00148	O00148	23	11	11	ATP-dependent RNA helicase DDX39A	DDX39A	ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2	1	23	11	11	21	18	19	19	21	21	9	6	7	8	9	9	9	6	7	8	9	9	68.4	38.4	38.4	49.129	427	427	1.0	271	0.0	125.44	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	63.9	50.1	57.1	57.6	63.9	63.9	4.1384E9	1.921560734332696E8	3.6377085506230235E7	1.7042233516989166E8	1.028174410756977E7	1.6045768513159838E8	1.832768072155681E8	1.053397445066605E8	1.1485418898250975E7	1.7243E8	6495000.0	5889400.0	6772400.0	7617100.0	8866200.0	7371800.0	11	6	7	11	14	11	285	NA	NA	NA	188	NA	1.0
O00151	O00151	20	20	20	PDZ and LIM domain protein 1	PDLIM1	PDZ and LIM domain protein 1 OS=Homo sapiens GN=PDLIM1 PE=1 SV=4	1	20	20	20	18	17	19	20	19	19	18	17	19	20	19	19	18	17	19	20	19	19	81.5	81.5	81.5	36.071	329	329	1.0	641	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	79.9	71.4	81.5	81.5	81.5	72.9	2.3755E10	1.0102541135140525E9	2.735964865480398E8	1.063742322409234E9	1.0102541135140525E9	1.0177749841208445E9	9.910922732049831E8	1.0574248476874772E9	1.0177749841208445E9	1.2503E9	4.45E7	5.6931E7	5.5021E7	5.7109E7	5.6449E7	5.937E7	22	22	27	26	24	32	588	NA	NA	NA	189	NA	NA
O00154;Q6ZUV0	O00154	12;1	12;1	12;1	Cytosolic acyl coenzyme A thioester hydrolase	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7 PE=1 SV=3	2	12	12	12	5	5	5	9	6	8	5	5	5	9	6	8	5	5	5	9	6	8	36.1	36.1	36.1	41.796	380	380;252	1.0	197	0.0	42.969	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.4	18.4	18.4	29.7	22.4	27.4	3.3305E9	1.2618772750125796E8	2.447083583821304E7	6.95093203721993E7	9698974.937670806	1.4181009746556482E8	1.0615668868903863E8	1.0201447909972347E8	4252332.019170264	1.5859E8	4854200.0	4486800.0	3141100.0	7891000.0	6020800.0	8423500.0	8	6	6	14	7	11	221	NA	NA	NA	190	NA	1.0
O00161	O00161	4	4	4	Synaptosomal-associated protein 23	SNAP23	Synaptosomal-associated protein 23 OS=Homo sapiens GN=SNAP23 PE=1 SV=1	1	4	4	4	0	0	1	3	2	3	0	0	1	3	2	3	0	0	1	3	2	3	26.5	26.5	26.5	23.354	211	211	1.0	46	0.0	6.6424	NA	NA	By matching	By MS/MS	By MS/MS	By MS/MS	0.0	0.0	6.6	17.5	12.8	17.5	3.6913E8	NA	NA	8822295.588691138	2.833908439599276E9	1.915976686107306E7	1.344675936781853E7	8023040.07347789	2.8997210566503754E9	2.6366E7	0.0	0.0	594420.0	1775200.0	1243200.0	1674000.0	0	0	0	2	3	2	29	NA	NA	NA	191	NA	1.0
O00165	O00165	1	1	1	HCLS1-associated protein X-1	HAX1	HCLS1-associated protein X-1 OS=Homo sapiens GN=HAX1 PE=1 SV=2	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	8.6	8.6	8.6	31.62	279	279	1.0	6	0.0	3.3098	NA	NA	NA	By MS/MS	By MS/MS	By MS/MS	0.0	0.0	0.0	8.6	8.6	8.6	1.026E7	NA	NA	NA	NA	1765364.8114321511	1439353.7163669562	455117.0909403322	1765364.8114321511	539980.0	0.0	0.0	0.0	90849.0	77905.0	88696.0	0	0	0	2	2	2	12	NA	NA	NA	192	NA	NA
O00170	O00170	13	13	13	AH receptor-interacting protein	AIP	AH receptor-interacting protein OS=Homo sapiens GN=AIP PE=1 SV=2	1	13	13	13	7	7	9	10	10	11	7	7	9	10	10	11	7	7	9	10	10	11	46.7	46.7	46.7	37.636	330	330	1.0	214	0.0	45.891	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.2	26.7	32.1	35.5	35.5	37.9	2.2701E9	7.245675470347333E7	2.091093613377639E7	1.2005274777824242E8	5.628753020840832E7	9.637358031308435E7	9.700337701175563E7	4.766376305233208E7	9.482557503403509E7	9.8698E7	2546200.0	3484200.0	4947200.0	4971300.0	5103000.0	4145400.0	7	6	5	9	9	9	190	NA	NA	NA	193	NA	1.0
O00178	O00178	7	7	7	GTP-binding protein 1	GTPBP1	GTP-binding protein 1 OS=Homo sapiens GN=GTPBP1 PE=1 SV=3	1	7	7	7	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	13.8	13.8	13.8	72.453	669	669	1.0	82	0.0	23.331	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.3	4.2	6.3	5.7	6.3	6.3	7.2937E8	2.388263939483451E7	3202571.8361662403	4.403135379964821E7	4.939013557588158E7	2.136106480213785E7	2.3986296600226358E7	1.5230352054032808E7	5.7738498320306584E7	2.2102E7	595790.0	368900.0	1266800.0	853840.0	964790.0	1232600.0	3	2	3	3	5	3	71	NA	NA	NA	194	NA	1.0
O00182;Q6DKI2;Q3B8N2	O00182;Q6DKI2;Q3B8N2	3;2;2	3;2;2	3;2;2	Galectin-9;Galectin-9C;Galectin-9B	LGALS9;LGALS9C;LGALS9B	Galectin-9 OS=Homo sapiens GN=LGALS9 PE=1 SV=2;Galectin-9C OS=Homo sapiens GN=LGALS9C PE=1 SV=2;Galectin-9B OS=Homo sapiens GN=LGALS9B PE=1 SV=3	3	3	3	3	1	2	1	0	1	2	1	2	1	0	1	2	1	2	1	0	1	2	9.6	9.6	9.6	39.518	355	355;356;356	1.0	30	0.0	7.8861	By MS/MS	By matching	By matching	NA	By MS/MS	By MS/MS	3.9	7.3	3.9	0.0	3.9	7.3	3.6828E8	6750269.19038069	4465986.05673195	8946939.451251382	4.305784469683581E7	NA	6222312.219614604	3336606.768578025	3.7047854709663294E7	2.3017E7	335610.0	1059700.0	521960.0	0.0	473550.0	668550.0	1	0	0	0	1	2	26	NA	NA	NA	195	NA	1.0
O00186	O00186	2	2	2	Syntaxin-binding protein 3	STXBP3	Syntaxin-binding protein 3 OS=Homo sapiens GN=STXBP3 PE=1 SV=2	1	2	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2.7	2.7	2.7	67.764	592	592	1.0	21	0.0019153	1.8879	NA	NA	NA	By matching	NA	NA	0.0	0.0	0.0	1.5	0.0	0.0	8.3209E7	NA	NA	NA	NA	2273190.451005039	NA	NA	558365.2813445528	2311400.0	0.0	0.0	0.0	64891.0	0.0	0.0	0	0	0	0	0	0	9	NA	NA	NA	196	NA	1.0
O00193	O00193	4	4	4	Small acidic protein	SMAP	Small acidic protein OS=Homo sapiens GN=SMAP PE=1 SV=1	1	4	4	4	2	2	2	3	4	3	2	2	2	3	4	3	2	2	2	3	4	3	25.7	25.7	25.7	20.332	183	183	1.0	66	0.0	280.5	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.6	12.6	12.6	25.1	25.7	13.1	9.4421E8	3.840734031106654E7	7596887.041927354	3.0227951935071766E7	3.840734031106654E7	3.7091718799433134E7	4.5920626185473435E7	1.8717534715386745E7	3.7091718799433134E7	1.1803E8	3956000.0	3601200.0	3589500.0	5996600.0	7512800.0	5921400.0	1	2	2	3	3	2	54	NA	NA	NA	197	NA	NA
O00203;Q13367	O00203	19;2	19;2	19;2	AP-3 complex subunit beta-1	AP3B1	AP-3 complex subunit beta-1 OS=Homo sapiens GN=AP3B1 PE=1 SV=3	2	19	19	19	7	7	4	13	9	9	7	7	4	13	9	9	7	7	4	13	9	9	19.6	19.6	19.6	121.32	1094	1094;1082	1.0	237	0.0	29.811	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.9	6.9	3.4	13.4	8.8	8.1	1.6412E9	5.782177264310859E7	1.54787879044336E7	2.736436468434674E7	2507311.4733562786	7.037644189915696E7	4.617559073793891E7	2.861118559549572E7	3997066.532297523	2.6052E7	751110.0	931490.0	412440.0	1397600.0	933360.0	1039800.0	4	3	2	7	5	7	126	NA	NA	NA	198	NA	1.0
